  0%| | 0/1000 [00:00<?/home/nightfury/Desktop/GRASP/.venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
/home/nightfury/Desktop/GRASP/.venv/lib/python3.13/site-packages/torch/autograd/graph.py:841: UserWarning: c10d::broadcast_: an autograd kernel was not registered to the Autograd key(s) but we are trying to backprop through it. This may lead to silently incorrect behavior. This behavior is deprecated and will be removed in a future version of PyTorch. If your operator is differentiable, please ensure you have registered an autograd kernel to the correct Autograd key (e.g. DispatchKey::Autograd, DispatchKey::CompositeImplicitAutograd). If your operator is not differentiable, or to squash this warning and use the previous behavior, please register torch::CppFunction::makeFallthrough() to DispatchKey::Autograd. (Triggered internally at /pytorch/torch/csrc/autograd/autograd_not_implemented_fallback.cpp:62.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/home/nightfury/Desktop/GRASP/.venv/lib/python3.13/site-packages/deepspeed/runtime/zero/stage3.py:1208: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /pytorch/torch/csrc/tensor/python_tensor.cpp:78.)
  total_norm_cuda = get_accelerator().FloatTensor([float(total_norm)])
                       
{'loss': 1.9375, 'grad_norm': 0.9688287518393666, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.8184, 'grad_norm': 0.9213927996040068, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 2.0352, 'grad_norm': 1.0082817463775315, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.8984, 'grad_norm': 0.9552698235530188, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.8691, 'grad_norm': 0.9572683857994956, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.9141, 'grad_norm': 0.9582123610949079, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.834, 'grad_norm': 0.9448624477488856, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.7891, 'grad_norm': 0.9194863618769635, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.8965, 'grad_norm': 0.9524443650705733, 'learning_rate': 0.0002, 'epoch': 0.23}
{'loss': 1.877, 'grad_norm': 0.9137640571817572, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.918, 'grad_norm': 0.9420260213509729, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.7891, 'grad_norm': 0.9056541852019612, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.8145, 'grad_norm': 0.9119211529562106, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.8418, 'grad_norm': 0.9248433573290685, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.8438, 'grad_norm': 0.9344636702805619, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.832, 'grad_norm': 0.9162259053683042, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.9219, 'grad_norm': 0.9755815385599024, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.7383, 'grad_norm': 0.8816234041018627, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.9414, 'grad_norm': 0.9702235674069937, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.8848, 'grad_norm': 0.9396825181215628, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.9023, 'grad_norm': 0.9509713276773665, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.8359, 'grad_norm': 0.9245937795737988, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.834, 'grad_norm': 0.923850835476668, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.9004, 'grad_norm': 0.9558067740686236, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.9707, 'grad_norm': 0.9913182092507872, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.8867, 'grad_norm': 0.9341452019363913, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.957, 'grad_norm': 0.9564411446011393, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.8789, 'grad_norm': 0.9263373527572346, 'learning_rate': 0.0002, 'epoch': 0.25}
{'loss': 1.8457, 'grad_norm': 0.9135344194380675, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.8613, 'grad_norm': 0.925101114880912, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.8691, 'grad_norm': 0.9210346076750625, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.873, 'grad_norm': 0.9581426900784565, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.8711, 'grad_norm': 0.928285198322061, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.7891, 'grad_norm': 0.9095294414869926, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.9062, 'grad_norm': 0.9618421808484877, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.9238, 'grad_norm': 0.9509472591565031, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.9082, 'grad_norm': 0.9684762875672683, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.8379, 'grad_norm': 0.9375996854553736, 'learning_rate': 0.0002, 'epoch': 0.26}
{'loss': 1.8574, 'grad_norm': 0.9574178109613868, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.9238, 'grad_norm': 0.9503052070636389, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.8594, 'grad_norm': 0.9395018503476407, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.8086, 'grad_norm': 0.8799516352454229, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.8574, 'grad_norm': 0.9162425591763863, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.8945, 'grad_norm': 0.9730601257377579, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.8223, 'grad_norm': 0.9184465179571732, 'learning_rate': 0.0002, 'epoch': 0.27}
{'loss': 1.9551, 'grad_norm': 0.9659718702181417, 'learning_rate': 0.0002, 'epoch': 0.27}
